# Im(w)=  0.1000000E-01 Ry
# Re(w) (Ry)      lambda         e1             e2          n              k              R         alpha (cm^-1)
  0.1302525E+01  0.6996156E+02  0.8353779E-01  0.1684611E+00  0.3684930E+00  0.2285811E+00  0.2343091E+00  0.4105732E+06
  0.1318182E+01  0.6913060E+02  0.1408121E+00  0.1596796E+00  0.4205414E+00  0.1898500E+00  0.1810217E+00  0.3451040E+06
  0.1333838E+01  0.6831915E+02  0.1387413E+00  0.1492709E+00  0.4138434E+00  0.1803471E+00  0.1851384E+00  0.3317237E+06
  0.1349495E+01  0.6752653E+02  0.1652338E+00  0.1466700E+00  0.4394163E+00  0.1668918E+00  0.1629257E+00  0.3105779E+06
  0.1365152E+01  0.6675208E+02  0.1909312E+00  0.1322770E+00  0.4600037E+00  0.1437782E+00  0.1450870E+00  0.2706687E+06
  0.1380808E+01  0.6599520E+02  0.1923689E+00  0.1447614E+00  0.4653607E+00  0.1555367E+00  0.1427744E+00  0.2961628E+06
  0.1396465E+01  0.6525529E+02  0.2027473E+00  0.1051451E+00  0.4642936E+00  0.1132312E+00  0.1389920E+00  0.2180521E+06
  0.1412121E+01  0.6453179E+02  0.2317282E+00  0.1060398E+00  0.4932374E+00  0.1074936E+00  0.1197348E+00  0.2093240E+06
  0.1427778E+01  0.6382415E+02  0.2445659E+00  0.1125689E+00  0.5068506E+00  0.1110474E+00  0.1119298E+00  0.2186419E+06
  0.1443434E+01  0.6313187E+02  0.2526700E+00  0.8839756E-01  0.5100769E+00  0.8665120E-01  0.1081950E+00  0.1724788E+06
  0.1459091E+01  0.6245444E+02  0.2887291E+00  0.6743909E-01  0.5409388E+00  0.6233523E-01  0.9023916E-01  0.1254238E+06
  0.1474747E+01  0.6179140E+02  0.3057614E+00  0.7176526E-01  0.5567010E+00  0.6445584E-01  0.8266564E-01  0.1310823E+06
  0.1490404E+01  0.6114228E+02  0.3359089E+00  0.6911991E-01  0.5826043E+00  0.5931977E-01  0.7086404E-01  0.1219180E+06
  0.1506061E+01  0.6050667E+02  0.3494156E+00  0.7960021E-01  0.5948879E+00  0.6690353E-01  0.6616262E-01  0.1389491E+06
  0.1521717E+01  0.5988413E+02  0.3678049E+00  0.7553384E-01  0.6096251E+00  0.6195106E-01  0.6021066E-01  0.1300010E+06
  0.1537374E+01  0.5927427E+02  0.3721498E+00  0.7986677E-01  0.6135035E+00  0.6509072E-01  0.5891032E-01  0.1379948E+06
  0.1553030E+01  0.5867671E+02  0.3826652E+00  0.7531261E-01  0.6215590E+00  0.6058363E-01  0.5578468E-01  0.1297476E+06
  0.1568687E+01  0.5809107E+02  0.3982734E+00  0.6871250E-01  0.6334156E+00  0.5423967E-01  0.5141395E-01  0.1173323E+06
  0.1584343E+01  0.5751701E+02  0.3984518E+00  0.7841837E-01  0.6342503E+00  0.6181974E-01  0.5144498E-01  0.1350643E+06
  0.1600000E+01  0.5695419E+02  0.3978416E+00  0.5128116E-01  0.6320501E+00  0.4056732E-01  0.5141496E-01  0.8950772E+05
